#GC Content (%)	Sample
1.0	0.0
2.0	0.0
3.0	0.0
4.0	0.0
5.0	0.0
6.0	0.0
7.0	0.0
8.0	0.0
9.0	0.0
10.0	0.0
11.0	0.0
12.0	0.0
13.0	0.0
14.0	0.0
15.0	0.0
16.0	0.002564102564102564
17.0	0.0
18.0	0.0
19.0	0.002564102564102564
20.0	0.002564102564102564
21.0	0.002564102564102564
22.0	0.005128205128205128
23.0	0.005128205128205128
24.0	0.007692307692307693
25.0	0.010256410256410256
26.0	0.010256410256410256
27.0	0.015384615384615384
28.0	0.007692307692307693
29.0	0.015384615384615384
30.0	0.01282051282051282
31.0	0.03076923076923077
32.0	0.03333333333333333
33.0	0.043589743589743594
34.0	0.041025641025641026
35.0	0.05897435897435897
36.0	0.04358974358974359
37.0	0.061538461538461535
38.0	0.061538461538461535
39.0	0.046153846153846156
40.0	0.07948717948717948
41.0	0.07692307692307693
42.0	0.07435897435897436
43.0	0.03846153846153846
44.0	0.028205128205128206
45.0	0.038461538461538464
46.0	0.020512820512820513
47.0	0.017948717948717947
48.0	0.025641025641025644
49.0	0.002564102564102564
50.0	0.020512820512820513
51.0	0.028205128205128206
52.0	0.007692307692307693
53.0	0.002564102564102564
54.0	0.005128205128205128
55.0	0.0
56.0	0.0
57.0	0.002564102564102564
58.0	0.0
59.0	0.0
60.0	0.010256410256410256
61.0	0.0
62.0	0.0
63.0	0.0
64.0	0.0
65.0	0.0
66.0	0.0
67.0	0.0
68.0	0.0
69.0	0.0
70.0	0.0
71.0	0.0
72.0	0.0
73.0	0.0
74.0	0.0
75.0	0.0
76.0	0.0
77.0	0.0
78.0	0.0
79.0	0.0
80.0	0.0
81.0	0.0
82.0	0.0
83.0	0.0
84.0	0.0
85.0	0.0
86.0	0.0
87.0	0.0
88.0	0.0
89.0	0.0
90.0	0.0
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	0.0
