#GC Content (%)	Sample
1.0	0.0
2.0	0.0
3.0	0.0
4.0	0.0
5.0	0.0
6.0	0.0
7.0	0.0
8.0	0.0
9.0	0.0
10.0	0.0
11.0	0.0
12.0	0.0
13.0	0.0
14.0	0.0
15.0	0.0
16.0	0.0
17.0	0.0
18.0	0.0
19.0	0.0025575447570332483
20.0	0.0025575447570332483
21.0	0.0076726342710997444
22.0	0.0025575447570332483
23.0	0.005115089514066497
24.0	0.0076726342710997444
25.0	0.0076726342710997444
26.0	0.010230179028132993
27.0	0.0025575447570332483
28.0	0.01790281329923274
29.0	0.01790281329923274
30.0	0.015345268542199489
31.0	0.01790281329923274
32.0	0.04092071611253197
33.0	0.061381074168797956
34.0	0.03836317135549873
35.0	0.04859335038363171
36.0	0.05882352941176471
37.0	0.0639386189258312
38.0	0.043478260869565216
39.0	0.05626598465473146
40.0	0.08184143222506395
41.0	0.04859335038363172
42.0	0.07672634271099746
43.0	0.04092071611253198
44.0	0.03324808184143223
45.0	0.030690537084398974
46.0	0.020460358056265986
47.0	0.03836317135549872
48.0	0.01534526854219949
49.0	0.020460358056265986
50.0	0.005115089514066497
51.0	0.010230179028132993
52.0	0.02301790281329923
53.0	0.005115089514066497
54.0	0.005115089514066497
55.0	0.005115089514066497
56.0	0.0025575447570332483
57.0	0.0
58.0	0.0
59.0	0.0
60.0	0.0025575447570332483
61.0	0.0025575447570332483
62.0	0.0
63.0	0.0
64.0	0.0025575447570332483
65.0	0.0
66.0	0.0
67.0	0.0
68.0	0.0
69.0	0.0
70.0	0.0
71.0	0.0
72.0	0.0
73.0	0.0
74.0	0.0
75.0	0.0
76.0	0.0
77.0	0.0
78.0	0.0
79.0	0.0
80.0	0.0
81.0	0.0
82.0	0.0
83.0	0.0
84.0	0.0
85.0	0.0
86.0	0.0
87.0	0.0
88.0	0.0
89.0	0.0
90.0	0.0
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	0.0
