#GC Content (%)	Sample
1.0	0.0
2.0	0.0
3.0	0.0
4.0	0.0
5.0	0.0
6.0	0.0
7.0	0.0
8.0	0.0
9.0	0.0
10.0	0.0
11.0	0.0
12.0	0.0
13.0	0.0
14.0	0.0
15.0	0.0
16.0	0.0
17.0	0.0
18.0	0.002564102564102564
19.0	0.0
20.0	0.0
21.0	0.005128205128205128
22.0	0.0
23.0	0.007692307692307693
24.0	0.007692307692307693
25.0	0.010256410256410256
26.0	0.007692307692307693
27.0	0.015384615384615385
28.0	0.023076923076923075
29.0	0.01282051282051282
30.0	0.007692307692307693
31.0	0.03846153846153846
32.0	0.030769230769230774
33.0	0.05128205128205129
34.0	0.04871794871794872
35.0	0.03846153846153846
36.0	0.04871794871794872
37.0	0.06666666666666667
38.0	0.06410256410256411
39.0	0.05384615384615385
40.0	0.06410256410256411
41.0	0.06923076923076925
42.0	0.041025641025641026
43.0	0.05128205128205129
44.0	0.05128205128205128
45.0	0.023076923076923075
46.0	0.0358974358974359
47.0	0.020512820512820513
48.0	0.025641025641025644
49.0	0.01282051282051282
50.0	0.017948717948717947
51.0	0.005128205128205128
52.0	0.01794871794871795
53.0	0.0
54.0	0.005128205128205128
55.0	0.002564102564102564
56.0	0.0
57.0	0.002564102564102564
58.0	0.0
59.0	0.002564102564102564
60.0	0.005128205128205128
61.0	0.002564102564102564
62.0	0.0
63.0	0.0
64.0	0.0
65.0	0.002564102564102564
66.0	0.0
67.0	0.0
68.0	0.0
69.0	0.0
70.0	0.0
71.0	0.0
72.0	0.0
73.0	0.0
74.0	0.0
75.0	0.0
76.0	0.0
77.0	0.0
78.0	0.0
79.0	0.0
80.0	0.0
81.0	0.0
82.0	0.0
83.0	0.0
84.0	0.0
85.0	0.0
86.0	0.0
87.0	0.0
88.0	0.0
89.0	0.0
90.0	0.0
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	0.0
