#GC Content (%)	Sample
1.0	0.0
2.0	0.0
3.0	0.0
4.0	0.0
5.0	0.0
6.0	0.0
7.0	0.0
8.0	0.0
9.0	0.0
10.0	0.0
11.0	0.0
12.0	0.0
13.0	0.0
14.0	0.0
15.0	0.0
16.0	0.0
17.0	0.002570694087403599
18.0	0.0
19.0	0.0
20.0	0.002570694087403599
21.0	0.005141388174807198
22.0	0.0
23.0	0.002570694087403599
24.0	0.012853470437017993
25.0	0.005141388174807198
26.0	0.01799485861182519
27.0	0.010282776349614395
28.0	0.02056555269922879
29.0	0.007712082262210797
30.0	0.02056555269922879
31.0	0.04113110539845759
32.0	0.028277634961439587
33.0	0.03598971722365038
34.0	0.05912596401028278
35.0	0.04884318766066837
36.0	0.04884318766066838
37.0	0.05398457583547558
38.0	0.06940874035989716
39.0	0.05141388174807198
40.0	0.06426735218508997
41.0	0.05655526992287918
42.0	0.05912596401028278
43.0	0.04627249357326479
44.0	0.04370179948586118
45.0	0.02056555269922879
46.0	0.03598971722365038
47.0	0.02570694087403599
48.0	0.01799485861182519
49.0	0.017994858611825194
50.0	0.015424164524421594
51.0	0.007712082262210797
52.0	0.015424164524421592
53.0	0.005141388174807198
54.0	0.005141388174807198
55.0	0.002570694087403599
56.0	0.0
57.0	0.0
58.0	0.0
59.0	0.002570694087403599
60.0	0.002570694087403599
61.0	0.005141388174807198
62.0	0.002570694087403599
63.0	0.0
64.0	0.0
65.0	0.002570694087403599
66.0	0.0
67.0	0.0
68.0	0.0
69.0	0.0
70.0	0.0
71.0	0.0
72.0	0.0
73.0	0.0
74.0	0.0
75.0	0.0
76.0	0.0
77.0	0.0
78.0	0.0
79.0	0.0
80.0	0.0
81.0	0.0
82.0	0.0
83.0	0.0
84.0	0.0
85.0	0.0
86.0	0.0
87.0	0.0
88.0	0.0
89.0	0.0
90.0	0.0
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	0.0
